VIX,GTITL2YR,GTITL10YR,GTITL30YR,MXJP,MXEU,LP01TREU,LG30TRUU,MXUS,LF98TRUU,MXIN,EONIA,EMUSTRUU,LF94TRUU,LUACTRUU,JPY,MXCN,MXRU,LMBITR,GTDEM30Y,GTDEM10Y,GTJPY10YR,GTDEM2Y,GTJPY30YR,GTJPY2YR,LUMSTRUU,DXY,GTGBP20Y,GTGBP30Y,GBP,ECSURPUS,BDIY,CRY,Cl1,Y,Data
13.12,-0.099,1.105,2.138,795.81,116.34,353.837,1180.095,2073.24,1771.86,1066.69,-0.343,1039.699,334.463,2813.48,103.03,62.25,497.35,1155.153,0.423,-0.093,-0.08,-0.624,0.4,-0.206,2067.3,96.054,1.11,1.241,1.309,0.024,715.0,182.823,46.35,0,2016-08-30
12.02,-0.125,1.086,2.146,819.15,117.83,355.857,1185.036,2084.33,1774.61,1086.62,-0.339,1041.648,337.942,2816.21,102.15,64.59,517.56,1153.01,0.443,-0.112,-0.023,-0.679,0.5,-0.19,2069.85,94.823,1.183,1.3,1.342,-0.057,745.0,180.895,44.83,0,2016-09-06
17.85,-0.047,1.32,2.412,800.19,114.25,352.456,1176.815,2027.52,1761.52,1055.22,-0.342,1032.353,330.14,2771.34,102.2,62.62,503.49,1148.349,0.662,0.069,-0.018,-0.628,0.508,-0.25,2066.55,95.633,1.457,1.575,1.32,-0.079,796.0,180.56,44.9,0,2016-09-13
15.92,-0.096,1.249,2.333,795.46,114.98,350.773,1174.707,2040.39,1763.72,1063.37,-0.346,1030.727,328.672,2784.77,101.67,63.45,502.8,1146.908,0.566,-0.019,-0.068,-0.668,0.498,-0.27,2068.26,96.019,1.383,1.535,1.298,-0.112,865.0,182.97,43.44,0,2016-09-20
13.1,-0.115,1.207,2.266,812.14,114.75,351.33,1183.43,2059.85,1773.65,1059.1,-0.345,1040.492,335.07,2813.65,100.37,64.24,506.38,1149.985,0.421,-0.141,-0.079,-0.708,0.505,-0.27,2074.98,95.435,1.22,1.364,1.302,-0.099,930.0,183.105,44.67,0,2016-09-27
13.63,-0.102,1.305,2.367,805.61,116.94,351.362,1189.417,2050.97,1787.17,1072.16,-0.329,1040.404,332.897,2794.71,102.95,64.2,519.84,1146.743,0.529,-0.056,-0.077,-0.689,0.456,-0.283,2070.65,96.169,1.357,1.507,1.274,-0.101,860.0,187.304,48.69,0,2016-10-04
15.36,-0.096,1.375,2.481,816.32,115.1,349.922,1187.23,2036.34,1791.62,1064.73,-0.349,1037.347,326.684,2790.76,103.46,63.98,524.65,1140.558,0.645,0.024,-0.05,-0.674,0.526,-0.265,2067.41,97.69,1.536,1.674,1.216,0.033,922.0,189.16,50.79,0,2016-10-11
15.28,-0.081,1.38,2.483,814.69,115.81,351.96,1186.689,2038.63,1796.33,1058.31,-0.35,1035.518,325.006,2800.84,103.84,63.45,514.03,1137.305,0.662,0.034,-0.055,-0.674,0.496,-0.275,2069.82,97.895,1.606,1.749,1.229,0.017,890.0,189.78,50.29,0,2016-10-18
13.46,-0.091,1.381,2.496,827.72,116.13,353.701,1192.017,2042.14,1804.82,1057.34,-0.348,1041.63,325.339,2800.56,104.25,63.89,521.65,1138.24,0.646,0.029,-0.07,-0.654,0.486,-0.255,2069.78,98.719,1.618,1.736,1.22,-0.017,813.0,189.347,49.96,0,2016-10-25
18.56,0.026,1.751,2.792,836.46,113.56,351.667,1181.825,2012.24,1780.55,1047.31,-0.351,1032.599,322.762,2783.69,104.2,62.29,516.95,1136.48,0.799,0.177,-0.054,-0.627,0.504,-0.248,2068.18,97.699,1.819,1.931,1.224,-0.06,838.0,185.811,46.67,0,2016-11-01
18.74,-0.022,1.72,2.801,818.46,113.42,352.091,1184.301,2037.72,1782.64,1028.52,-0.343,1035.77,323.665,2777.18,105.08,62.04,505.02,1138.926,0.795,0.186,-0.07,-0.638,0.495,-0.265,2066.26,97.861,1.767,1.887,1.239,-0.096,911.0,183.552,44.98,0,2016-11-08
13.37,0.047,1.961,3.033,845.51,114.8,351.351,1161.251,2075.84,1765.75,960.86,-0.35,1003.37,316.063,2722.75,108.85,59.46,510.21,1113.311,0.918,0.306,0.001,-0.632,0.565,-0.182,2042.7,100.23,1.896,2.015,1.244,-0.086,1084.0,183.078,45.81,0,2016-11-15
12.41,0.021,2.022,3.082,870.91,115.44,351.847,1163.327,2098.02,1775.66,957.21,-0.35,1002.233,314.152,2708.77,111.04,60.7,531.99,1104.626,0.846,0.218,0.027,-0.744,0.626,-0.159,2034.77,101.04,1.906,2.014,1.242,0.036,1232.0,187.563,48.03,0,2016-11-22
12.9,0.07,1.942,2.994,885.08,115.36,352.272,1164.784,2099.52,1778.32,984.85,-0.35,1002.555,313.947,2716.96,112.67,61.32,522.79,1098.633,0.864,0.219,0.013,-0.758,0.559,-0.175,2035.64,100.93,1.909,2.012,1.249,0.116,1202.0,183.979,45.23,0,2016-11-29
11.79,-0.008,1.941,2.988,890.92,116.76,353.881,1174.042,2105.8,1791.72,982.41,-0.347,1003.915,316.682,2707.96,113.91,60.33,557.71,1096.654,1.03,0.37,0.045,-0.702,0.62,-0.196,2030.67,100.49,1.943,2.052,1.267,0.353,1186.0,192.526,50.93,0,2016-12-06
12.72,-0.143,1.872,2.999,929.17,121.19,357.731,1183.151,2160.59,1809.72,991.1,-0.348,1007.613,315.666,2703.43,115.28,60.06,609.05,1102.993,1.148,0.356,0.078,-0.757,0.802,-0.185,2027.55,101.07,1.99,2.098,1.268,0.353,1052.0,193.457,52.98,0,2016-12-13
11.45,-0.146,1.837,2.89,936.26,122.53,358.686,1177.012,2159.33,1805.77,972.95,-0.354,1006.325,308.784,2698.06,117.79,57.97,598.02,1099.944,0.983,0.265,0.066,-0.795,0.661,-0.193,2012.99,103.29,1.941,2.054,1.236,0.401,914.0,190.567,52.23,0,2016-12-20
11.99,-0.177,1.842,2.899,926.13,122.17,358.425,1182.36,2157.75,1811.82,962.0,-0.356,1009.429,311.401,2704.4,117.46,57.33,590.7,1103.54,0.909,0.203,0.059,-0.837,0.679,-0.182,2014.73,103.02,1.861,1.964,1.227,0.361,961.0,192.753,53.9,0,2016-12-27
12.85,-0.174,1.863,3.014,914.0,123.92,360.116,1185.83,2147.47,1819.09,986.31,-0.329,1014.27,313.132,2727.96,117.44,58.93,622.0,1108.002,1.005,0.261,0.041,-0.786,0.716,-0.185,2030.52,103.21,1.863,1.972,1.226,0.34,953.0,190.146,52.33,0,2017-01-03
11.49,-0.094,1.912,3.062,927.17,123.36,359.762,1198.895,2160.18,1834.66,998.01,-0.356,1022.707,314.896,2742.05,115.84,61.19,609.29,1115.992,1.053,0.283,0.057,-0.734,0.747,-0.257,2035.06,102.01,1.895,2.003,1.216,0.443,926.0,191.139,50.82,0,2017-01-10
11.87,-0.109,1.907,3.104,908.13,122.82,360.455,1203.928,2159.45,1836.49,1009.63,-0.352,1028.113,318.249,2752.73,112.94,61.34,600.95,1122.017,1.06,0.32,0.042,-0.742,0.732,-0.231,2038.3,100.33,1.853,1.964,1.238,0.413,922.0,195.136,52.48,0,2017-01-17
11.07,-0.111,2.035,3.209,905.83,122.67,361.322,1204.69,2172.01,1835.04,1018.2,-0.351,1024.227,318.574,2731.74,113.56,62.13,597.98,1113.982,1.156,0.406,0.044,-0.68,0.79,-0.238,2028.12,100.35,1.918,2.027,1.253,0.416,886.0,194.947,53.18,0,2017-01-24
11.99,0.021,2.253,3.309,914.96,121.99,361.312,1208.062,2171.19,1840.19,1025.45,-0.351,1026.003,320.261,2735.18,113.0,62.68,600.91,1114.467,1.151,0.434,0.08,-0.71,0.824,-0.209,2031.65,99.512,1.937,2.047,1.257,0.369,800.0,192.035,52.81,0,2017-01-31
11.29,0.007,2.358,3.51,911.48,122.78,362.289,1212.606,2185.34,1850.54,1048.62,-0.348,1033.25,317.913,2747.55,111.93,63.14,607.58,1117.798,1.136,0.348,0.1,-0.788,0.905,-0.219,2037.28,100.26,1.865,1.986,1.25,0.345,714.0,191.374,52.17,0,2017-02-07
10.74,-0.041,2.224,3.374,923.04,125.32,364.024,1214.132,2227.45,1852.85,1053.24,-0.352,1037.183,317.214,2738.26,114.41,64.57,601.08,1115.346,1.168,0.364,0.093,-0.805,0.89,-0.224,2032.52,101.25,1.88,2.003,1.247,0.308,685.0,192.279,53.2,0,2017-02-14
11.57,0.018,2.233,3.315,932.44,126.32,365.275,1215.986,2253.75,1857.8,1066.95,-0.355,1037.629,315.749,2746.47,113.54,65.53,597.52,1115.836,1.106,0.298,0.09,-0.872,0.915,-0.245,2035.15,101.37,1.827,1.944,1.246,0.492,778.0,192.05,54.06,0,2017-02-21
12.92,-0.037,2.079,3.181,919.23,125.22,365.708,1223.051,2251.29,1866.97,1066.61,-0.359,1043.256,320.072,2766.55,111.94,64.92,562.74,1122.205,0.989,0.206,0.048,-0.909,0.801,-0.278,2041.37,101.12,1.674,1.742,1.242,0.501,859.0,190.621,54.01,0,2017-02-28
11.45,-0.062,2.186,3.277,930.83,126.02,365.509,1219.809,2254.67,1860.74,1072.26,-0.349,1040.562,314.26,2742.5,113.98,64.99,562.77,1115.577,1.136,0.317,0.071,-0.88,0.841,-0.293,2028.21,101.81,1.72,1.795,1.221,0.546,1033.0,188.019,53.14,0,2017-03-07
12.3,-0.006,2.333,3.413,942.33,126.34,363.029,1206.925,2252.73,1836.44,1087.07,-0.352,1031.134,313.261,2719.94,114.67,65.81,546.99,1111.288,1.193,0.443,0.092,-0.819,0.869,-0.26,2016.69,101.7,1.762,1.831,1.217,0.613,1112.0,182.118,47.72,0,2017-03-14
12.47,-0.04,2.313,3.426,934.53,127.11,364.735,1218.821,2232.23,1846.9,1090.09,-0.353,1042.538,317.481,2751.39,111.73,67.67,578.29,1118.808,1.191,0.457,0.061,-0.752,0.851,-0.259,2036.5,99.813,1.763,1.827,1.248,0.614,1200.0,184.288,47.34,0,2017-03-21
11.53,-0.087,2.15,3.284,922.82,127.67,364.822,1221.977,2246.56,1849.53,1090.53,-0.356,1046.768,320.97,2757.09,110.65,67.08,580.3,1125.081,1.135,0.386,0.053,-0.709,0.824,-0.267,2036.99,99.712,1.701,1.771,1.248,0.638,1333.0,184.078,48.37,0,2017-03-28
11.79,-0.094,2.266,3.254,901.02,128.57,366.324,1224.198,2248.24,1864.17,1105.38,-0.355,1048.061,322.451,2768.06,110.69,66.81,583.49,1126.091,1.04,0.256,0.058,-0.797,0.859,-0.185,2047.66,100.54,1.591,1.665,1.243,0.686,1255.0,185.594,51.03,0,2017-04-04
15.07,-0.047,2.271,3.252,895.8,128.88,367.201,1228.289,2242.58,1870.59,1105.35,-0.353,1051.366,325.507,2782.21,109.76,66.59,559.33,1131.854,0.957,0.203,0.032,-0.859,0.831,-0.229,2052.15,100.71,1.579,1.651,1.248,0.592,1262.0,187.996,53.4,0,2017-04-11
14.42,-0.058,2.252,3.258,880.97,127.12,368.409,1231.383,2231.95,1868.65,1084.63,-0.358,1055.863,327.102,2800.83,108.46,66.42,552.44,1137.566,0.873,0.155,0.005,-0.869,0.776,-0.226,2062.62,99.499,1.546,1.618,1.277,0.573,1294.0,186.545,52.41,0,2017-04-18
10.76,-0.066,2.257,3.278,909.19,130.62,369.119,1241.686,2276.07,1878.95,1110.72,-0.358,1056.995,326.373,2779.1,110.98,68.52,576.59,1133.157,1.12,0.376,0.018,-0.686,0.774,-0.205,2048.57,98.785,1.639,1.709,1.284,0.485,1154.0,181.909,49.56,0,2017-04-25
10.59,-0.092,2.299,3.373,926.47,131.36,371.355,1246.853,2278.91,1886.89,1111.04,-0.351,1060.503,327.786,2788.62,112.13,68.52,573.38,1132.352,1.107,0.326,0.016,-0.727,0.791,-0.205,2055.0,98.976,1.648,1.724,1.292,0.471,1073.0,180.339,47.66,0,2017-05-02
9.96,-0.138,2.272,3.327,944.16,133.59,372.976,1245.221,2282.89,1884.54,1108.13,-0.357,1057.299,322.625,2777.23,114.18,68.96,554.57,1134.178,1.227,0.428,0.035,-0.676,0.824,-0.186,2047.99,99.658,1.767,1.84,1.295,0.422,1007.0,177.293,45.88,0,2017-05-09
10.65,-0.223,2.228,3.323,945.23,133.71,372.288,1253.921,2286.31,1892.29,1130.84,-0.358,1063.505,326.539,2797.35,113.23,70.84,571.98,1138.64,1.25,0.433,0.041,-0.665,0.836,-0.169,2056.19,98.105,1.691,1.768,1.292,0.368,980.0,182.138,48.66,0,2017-05-16
10.72,-0.25,2.115,3.211,932.62,132.32,371.9,1256.127,2284.3,1896.35,1104.22,-0.36,1062.257,331.287,2805.42,111.65,71.44,561.46,1145.727,1.238,0.408,0.041,-0.652,0.796,-0.17,2059.46,97.351,1.62,1.697,1.298,0.336,949.0,185.056,51.47,0,2017-05-23
10.38,-0.168,2.171,3.263,937.28,131.76,372.331,1259.184,2298.53,1900.62,1130.69,-0.359,1066.978,329.639,2818.11,110.79,72.35,549.71,1149.239,1.138,0.29,0.035,-0.717,0.796,-0.169,2066.49,97.28,1.553,1.65,1.284,0.271,900.0,181.328,49.66,0,2017-05-30
10.45,-0.249,2.246,3.361,951.3,131.46,373.014,1264.511,2314.55,1905.55,1135.62,-0.331,1071.422,330.991,2832.97,109.42,72.73,529.69,1154.136,1.117,0.25,0.037,-0.74,0.794,-0.147,2071.42,96.636,1.558,1.656,1.288,0.116,818.0,178.077,48.19,0,2017-06-06
10.42,-0.287,1.973,3.122,948.13,131.26,372.855,1262.186,2324.94,1906.53,1132.19,-0.36,1069.414,326.794,2825.24,110.08,72.8,524.4,1150.808,1.106,0.265,0.059,-0.708,0.815,-0.115,2066.18,96.975,1.634,1.745,1.274,0.062,870.0,175.835,46.46,0,2017-06-13
10.86,-0.219,1.904,3.035,961.47,131.44,373.732,1258.2,2320.95,1902.36,1134.48,-0.355,1068.636,325.685,2844.16,111.46,73.03,499.64,1153.116,1.066,0.26,0.049,-0.657,0.805,-0.116,2069.04,97.76,1.569,1.678,1.263,-0.121,847.0,169.658,43.23,0,2017-06-20
11.06,-0.139,2.053,3.175,962.6,130.38,373.616,1261.559,2304.86,1901.97,1115.84,-0.362,1069.029,326.84,2842.71,112.38,73.65,510.57,1152.164,1.145,0.368,0.042,-0.568,0.8,-0.124,2065.62,96.394,1.638,1.732,1.278,-0.109,903.0,170.013,44.24,0,2017-06-27
11.22,-0.16,2.105,3.249,958.17,129.1,373.23,1262.127,2313.91,1904.21,1132.37,-0.35,1064.526,325.607,2824.66,113.18,72.33,519.22,1146.278,1.288,0.474,0.076,-0.617,0.856,-0.129,2055.63,96.218,1.766,1.862,1.293,-0.096,871.0,176.156,47.07,0,2017-07-04
10.89,-0.131,2.318,3.424,967.6,127.99,371.235,1260.023,2310.23,1900.21,1153.45,-0.359,1062.808,322.129,2826.52,113.95,73.86,511.44,1145.633,1.351,0.548,0.091,-0.608,0.908,-0.104,2058.07,95.669,1.802,1.899,1.285,-0.091,830.0,173.923,45.04,0,2017-07-11
9.89,-0.17,2.186,3.277,962.73,129.07,373.172,1272.95,2343.27,1914.83,1165.76,-0.361,1071.109,326.884,2849.6,112.05,76.46,527.23,1152.569,1.295,0.551,0.067,-0.645,0.862,-0.11,2067.26,94.604,1.743,1.844,1.305,-0.172,932.0,176.878,46.4,0,2017-07-18
9.43,-0.211,2.134,3.256,959.26,128.52,374.332,1277.112,2360.19,1922.08,1183.26,-0.361,1070.832,328.999,2842.34,111.64,77.53,513.85,1155.409,1.324,0.564,0.071,-0.656,0.852,-0.112,2063.66,94.054,1.776,1.881,1.304,-0.176,980.0,177.666,47.89,0,2017-07-25
10.09,-0.236,2.009,3.148,968.1,128.35,375.873,1282.865,2358.73,1925.74,1197.38,-0.359,1075.407,332.686,2859.74,110.28,79.43,521.42,1156.602,1.238,0.488,0.07,-0.706,0.877,-0.118,2072.54,93.043,1.728,1.835,1.321,-0.154,965.0,180.756,49.16,0,2017-08-01
10.96,-0.242,1.997,3.134,969.9,129.25,375.984,1283.395,2356.68,1924.15,1186.32,-0.356,1077.963,331.404,2848.69,110.49,81.01,537.31,1158.552,1.219,0.472,0.065,-0.669,0.87,-0.107,2071.89,93.647,1.686,1.794,1.298,-0.202,1038.0,181.089,49.17,0,2017-08-08
12.04,-0.222,2.043,3.189,959.34,127.1,374.874,1278.508,2346.13,1913.72,1161.35,-0.356,1077.244,331.214,2846.09,110.46,79.09,524.54,1160.505,1.175,0.43,0.042,-0.714,0.842,-0.121,2073.24,93.853,1.623,1.74,1.287,-0.219,1169.0,176.305,47.55,0,2017-08-15
11.35,-0.18,2.095,3.242,945.98,126.8,374.662,1280.424,2335.16,1913.01,1153.81,-0.358,1080.718,331.909,2856.57,109.46,81.3,532.47,1161.804,1.156,0.398,0.035,-0.725,0.83,-0.134,2076.27,93.545,1.635,1.743,1.284,-0.098,1249.0,176.728,47.64,0,2017-08-22
11.7,-0.168,2.059,3.211,945.47,124.4,374.088,1288.782,2329.98,1919.1,1162.78,-0.358,1085.001,338.738,2868.57,109.16,81.46,545.54,1165.162,1.098,0.34,0.0,-0.726,0.827,-0.162,2082.01,92.249,1.649,1.664,1.293,-0.168,1203.0,177.531,46.44,0,2017-08-29
12.23,-0.219,1.994,3.172,943.53,126.12,375.617,1293.018,2342.04,1925.88,1184.73,-0.357,1091.793,338.818,2882.35,108.75,81.77,564.87,1166.662,1.116,0.336,0.001,-0.755,0.806,-0.16,2087.63,92.252,1.661,1.68,1.302,-0.174,1215.0,182.342,48.66,0,2017-09-05
10.58,-0.209,2.017,3.217,965.24,128.73,376.867,1296.178,2378.75,1929.23,1199.05,-0.348,1091.807,338.641,2864.0,110.04,83.55,576.04,1166.104,1.209,0.399,0.015,-0.732,0.82,-0.144,2082.55,91.882,1.766,1.787,1.327,-0.198,1344.0,181.411,48.23,0,2017-09-12
10.18,-0.229,2.042,3.23,989.78,128.91,378.264,1299.162,2388.46,1934.3,1206.44,-0.36,1090.57,336.431,2865.26,111.75,84.98,567.51,1163.517,1.253,0.45,0.024,-0.691,0.837,-0.144,2081.3,91.793,1.916,1.926,1.349,-0.24,1415.0,182.578,49.48,0,2017-09-19
10.17,-0.224,2.115,3.3,991.8,129.67,379.157,1296.431,2378.9,1938.37,1170.4,-0.359,1090.365,335.097,2874.43,112.28,82.2,582.45,1163.14,1.248,0.406,0.026,-0.722,0.822,-0.139,2083.18,92.966,1.899,1.899,1.343,-0.215,1476.0,183.396,51.88,0,2017-09-26
9.51,-0.247,2.158,3.329,997.78,131.88,379.04,1298.778,2414.41,1942.06,1171.43,-0.349,1090.863,332.711,2872.66,112.84,85.5,581.59,1159.228,1.297,0.46,0.069,-0.71,0.885,-0.118,2080.61,93.569,1.901,1.906,1.325,-0.184,1308.0,180.898,50.42,0,2017-10-03
10.08,-0.231,2.122,3.302,1004.4,131.71,379.217,1301.485,2428.73,1945.35,1193.67,-0.359,1090.68,334.603,2873.54,112.2,86.82,586.32,1160.378,1.276,0.44,0.05,-0.705,0.88,-0.149,2078.09,93.29,1.944,1.944,1.321,-0.004,1418.0,183.196,50.92,0,2017-10-10
10.31,-0.255,1.993,3.141,1022.24,131.83,380.797,1303.735,2436.35,1947.35,1220.21,-0.359,1094.325,336.118,2883.27,112.28,86.96,592.37,1166.336,1.216,0.363,0.065,-0.737,0.875,-0.14,2082.08,93.486,1.845,1.844,1.318,0.094,1552.0,184.239,51.88,0,2017-10-17
11.16,-0.253,2.052,3.189,1043.38,131.54,381.02,1305.173,2445.61,1952.49,1214.23,-0.361,1092.306,331.888,2872.56,113.87,85.67,579.65,1164.267,1.327,0.474,0.064,-0.71,0.875,-0.135,2074.51,93.772,1.925,1.918,1.313,0.168,1588.0,185.824,52.47,0,2017-10-24
10.18,-0.292,1.82,2.995,1046.82,133.46,383.641,1303.409,2452.15,1949.07,1233.63,-0.36,1093.503,334.122,2879.74,113.68,86.17,572.37,1161.634,1.226,0.362,0.064,-0.754,0.865,-0.165,2078.83,94.552,1.896,1.896,1.327,0.26,1522.0,187.558,54.38,0,2017-10-31
9.89,-0.342,1.696,2.876,1077.76,133.27,384.717,1296.554,2466.3,1947.15,1237.79,-0.353,1088.109,335.902,2887.01,113.85,89.11,595.33,1168.34,1.203,0.326,0.024,-0.766,0.815,-0.188,2083.99,94.913,1.81,1.819,1.316,0.416,1477.0,191.847,57.2,0,2017-11-07
11.59,-0.305,1.822,3.002,1055.87,129.68,380.012,1290.749,2455.47,1929.14,1213.93,-0.357,1084.7,335.648,2866.39,113.41,88.53,590.55,1164.461,1.285,0.396,0.045,-0.747,0.824,-0.188,2077.77,93.827,1.882,1.89,1.318,0.422,1405.0,189.057,55.7,0,2017-11-14
9.73,-0.383,1.771,2.945,1050.07,130.98,381.139,1296.684,2476.15,1938.94,1229.23,-0.359,1089.653,337.979,2878.97,112.43,91.96,601.19,1161.931,1.196,0.349,0.028,-0.724,0.807,-0.205,2077.7,93.952,1.804,1.816,1.324,0.557,1396.0,189.829,56.83,0,2017-11-21
10.03,-0.355,1.773,2.943,1050.74,130.64,381.131,1302.752,2502.32,1942.62,1235.82,-0.359,1094.21,339.44,2886.61,111.25,90.35,607.16,1155.458,1.177,0.338,0.035,-0.705,0.839,-0.175,2081.14,93.27,1.798,1.814,1.333,0.556,1506.0,191.213,57.99,0,2017-11-28
11.33,-0.366,1.7,2.866,1061.03,130.51,382.118,1304.246,2502.26,1946.79,1206.87,-0.291,1094.644,341.093,2892.76,112.72,85.94,595.2,1165.288,1.136,0.318,0.041,-0.736,0.839,-0.138,2080.07,93.379,1.801,1.821,1.344,0.806,1666.0,187.468,57.62,0,2017-12-05
9.92,-0.372,1.7,2.879,1075.65,132.31,381.548,1302.06,2535.23,1947.37,1224.49,-0.329,1092.979,339.195,2887.4,113.63,86.56,604.4,1163.207,1.145,0.312,0.042,-0.743,0.81,-0.155,2078.37,94.101,1.777,1.796,1.332,0.812,1743.0,183.414,57.14,0,2017-12-12
10.03,-0.3,1.905,3.086,1075.73,132.06,381.038,1304.109,2551.82,1945.61,1250.33,-0.363,1094.448,338.546,2882.37,113.05,87.85,595.56,1162.406,1.198,0.376,0.037,-0.695,0.795,-0.155,2076.12,93.441,1.761,1.78,1.337,0.904,1547.0,186.016,57.46,0,2017-12-19
10.25,-0.311,1.906,3.084,1081.75,131.66,381.235,1305.398,2551.12,1947.16,1261.59,-0.353,1094.91,339.603,2886.92,113.19,88.8,599.77,1162.92,1.232,0.418,0.044,-0.65,0.813,-0.154,2076.46,93.257,1.795,1.817,1.338,0.991,1366.0,190.474,59.97,0,2017-12-26
9.77,-0.269,2.089,3.302,1074.91,131.1,381.862,1311.718,2565.61,1951.84,1253.19,-0.346,1095.485,342.354,2888.75,112.29,92.33,605.13,1167.423,1.309,0.464,0.043,-0.624,0.808,-0.141,2079.85,91.872,1.823,1.839,1.358,0.88,1230.0,194.716,60.37,0,2018-01-02
10.08,-0.333,2.029,3.239,1120.43,135.09,383.872,1317.17,2618.93,1965.77,1281.64,-0.357,1097.396,341.735,2881.28,112.58,95.42,647.29,1165.756,1.314,0.464,0.066,-0.621,0.833,-0.139,2072.99,92.528,1.811,1.817,1.353,0.905,1395.0,194.155,62.96,0,2018-01-09
11.66,-0.334,1.962,3.12,1125.6,134.52,383.51,1323.236,2641.55,1965.15,1285.85,-0.359,1098.194,345.6,2892.71,110.73,96.36,662.71,1163.389,1.288,0.559,0.076,-0.579,0.831,-0.138,2074.79,90.393,1.803,1.813,1.377,0.919,1221.0,195.106,63.73,0,2018-01-16
11.1,-0.333,1.882,3.015,1136.84,135.99,385.093,1324.192,2702.54,1965.31,1326.38,-0.362,1095.411,347.095,2876.85,110.42,100.53,676.82,1163.13,1.299,0.559,0.068,-0.598,0.815,-0.145,2066.41,90.124,1.84,1.851,1.398,0.878,1157.0,196.939,64.47,0,2018-01-23
14.79,-0.317,2.025,3.061,1102.48,133.73,383.528,1323.24,2686.67,1960.63,1310.36,-0.364,1092.718,346.944,2869.38,108.83,99.73,674.55,1154.784,1.35,0.68,0.089,-0.538,0.815,-0.136,2057.84,89.16,1.892,1.9,1.414,0.807,1191.0,198.136,64.5,0,2018-01-30
29.98,-0.338,1.982,3.003,1036.18,125.73,381.091,1311.496,2566.33,1943.08,1237.79,-0.363,1086.245,343.572,2857.35,109.36,92.7,655.15,1153.495,1.341,0.69,0.072,-0.573,0.81,-0.141,2053.86,89.585,1.936,1.951,1.396,0.809,1095.0,194.746,63.39,0,2018-02-06
24.97,-0.33,2.079,3.132,1021.37,124.99,378.782,1299.623,2536.51,1927.07,1251.02,-0.365,1074.56,340.517,2827.63,107.69,90.58,650.82,1151.604,1.375,0.747,0.066,-0.579,0.796,-0.156,2046.04,89.703,1.992,1.992,1.387,0.828,1114.0,189.837,59.19,0,2018-02-13
20.6,-0.196,2.065,3.172,1046.3,128.26,380.887,1308.322,2587.85,1943.14,1230.77,-0.366,1077.465,343.355,2825.95,107.27,94.71,672.71,1150.05,1.4,0.732,0.061,-0.511,0.786,-0.156,2042.8,89.716,1.957,1.967,1.4,0.714,1117.0,193.67,61.9,0,2018-02-20
18.59,-0.18,2.0,3.106,1063.29,128.92,380.851,1307.801,2612.46,1944.57,1250.48,-0.368,1079.044,341.445,2821.74,107.38,95.58,700.57,1149.792,1.314,0.676,0.04,-0.532,0.756,-0.17,2040.83,90.355,1.957,1.951,1.392,0.713,1188.0,195.394,63.01,0,2018-02-27
18.36,-0.203,1.992,3.096,1016.64,125.2,380.133,1309.232,2600.49,1941.98,1214.32,-0.362,1078.941,342.956,2822.47,106.22,93.91,680.94,1150.938,1.327,0.672,0.05,-0.556,0.742,-0.169,2042.08,89.618,1.924,1.927,1.388,0.597,1212.0,196.761,62.6,0,2018-03-06
16.35,-0.248,1.988,3.024,1037.24,126.46,381.742,1310.316,2636.0,1941.9,1235.66,-0.361,1078.572,344.414,2819.87,106.62,97.01,682.0,1150.047,1.271,0.617,0.048,-0.583,0.758,-0.15,2047.99,89.664,1.885,1.885,1.397,0.613,1179.0,194.279,60.71,0,2018-03-13
18.2,-0.282,1.893,2.929,1016.77,126.51,381.124,1303.297,2590.52,1935.07,1202.35,-0.366,1074.814,344.893,2812.96,106.39,98.08,666.42,1150.66,1.215,0.582,0.038,-0.594,0.752,-0.157,2045.77,90.371,1.809,1.789,1.401,0.588,1122.0,194.154,63.4,0,2018-03-20
22.5,-0.308,1.869,2.922,1017.32,123.88,380.479,1305.804,2490.82,1933.36,1208.17,-0.366,1077.147,348.904,2823.32,105.74,93.43,658.7,1152.274,1.143,0.501,0.033,-0.62,0.732,-0.156,2053.85,89.372,1.743,1.746,1.417,0.61,1117.0,195.568,65.25,0,2018-03-27
21.1,-0.328,1.79,2.863,1006.94,124.42,380.547,1304.424,2491.26,1931.86,1215.71,-0.348,1079.921,348.507,2828.13,106.44,90.88,655.92,1155.159,1.152,0.499,0.023,-0.603,0.716,-0.143,2055.27,90.2,1.715,1.732,1.406,0.424,1016.0,193.209,63.51,0,2018-04-03
20.47,-0.31,1.792,2.868,1023.66,127.67,381.827,1312.395,2532.44,1946.45,1232.97,-0.368,1080.015,348.629,2836.8,107.23,93.13,577.49,1154.847,1.164,0.513,0.03,-0.578,0.728,-0.158,2055.77,89.587,1.786,1.801,1.415,0.315,974.0,197.115,65.51,0,2018-04-10
15.25,-0.341,1.755,2.843,1023.69,128.4,384.494,1318.199,2579.91,1960.59,1249.2,-0.364,1079.2,349.043,2838.7,106.95,90.26,592.07,1156.194,1.171,0.505,0.037,-0.587,0.704,-0.152,2056.22,89.516,1.805,1.817,1.429,0.302,1052.0,199.384,66.52,0,2018-04-17
