Y,Data,XAU BGNL,ECSURPUS,BDIY,CRY,DXY,JPY,GBP,Cl1,VIX,USGG30YR,GT10,USGG2YR,USGG3M,US0001M,GTDEM30Y,GTDEM10Y,GTDEM2Y,EONIA,GTITL30YR,GTITL10YR,GTITL2YR,GTJPY30YR,GTJPY10YR,GTJPY2YR,GTGBP30Y,GTGBP20Y,GTGBP2Y,LUMSTRUU,LMBITR,LUACTRUU,LF98TRUU,LG30TRUU,LP01TREU,EMUSTRUU,LF94TRUU,MXUS,MXEU,MXJP,MXBR,MXRU,MXIN,MXCN
0,12/1/2015,1065.0,-0.531,598.0,184.393,99.795,122.92,1.507,41.85,14.67,2.902,2.144,0.907,0.198,0.243,1.351,0.467,-0.442,-0.138,2.568,1.408,-0.034,1.375,0.294,-0.011,2.471,2.327,0.566,2003.76,1098.524,2602.04,1592.25,1059.907,346.016,935.361,311.952,2007.41,129.59,973.4,1121.27,449.74,974.61,61.17
0,12/8/2015,1074.31,-0.578,551.0,177.393,98.474,122.95,1.501,37.51,17.6,2.955,2.219,0.929,0.27,0.287,1.369,0.57,-0.316,-0.138,2.594,1.55,0.031,1.378,0.315,-0.033,2.491,2.336,0.586,1999.78,1099.467,2586.73,1568.39,1051.639,342.928,927.933,309.989,1968.53,123.18,951.81,1120.52,414.27,947.86,59.9
0,12/15/2015,1063.47,-0.496,484.0,174.227,98.217,121.76,1.506,37.35,20.95,2.986,2.267,0.964,0.244,0.345,1.409,0.64,-0.342,-0.231,2.719,1.682,0.087,1.353,0.291,-0.018,2.62,2.468,0.629,1995.45,1100.435,2567.05,1539.38,1035.413,338.667,919.521,307.288,1948.05,120.97,911.14,1095.14,415.58,953.71,58.11
0,12/22/2015,1073.95,-0.462,474.0,171.953,98.235,121.0,1.482,36.14,16.6,2.956,2.237,0.973,0.188,0.42,1.381,0.601,-0.349,-0.237,2.656,1.635,0.033,1.267,0.27,-0.055,2.6,2.43,0.61,1996.41,1103.286,2569.89,1535.34,1033.863,338.18,919.395,306.388,1944.05,120.11,931.07,1026.43,404.33,964.14,59.59
1,12/29/2015,1069.28,-0.435,478.0,177.344,98.101,120.42,1.481,37.87,16.08,3.036,2.306,1.091,0.193,0.422,1.47,0.628,-0.337,-0.244,2.695,1.628,-0.038,1.269,0.263,-0.016,2.626,2.453,0.624,1994.05,1104.185,2560.93,1547.21,1038.951,338.789,921.283,305.121,1981.71,124.49,936.48,1069.31,409.64,982.56,59.88
1,1/5/2016,1079.76,-0.461,468.0,173.067,99.404,118.99,1.466,35.97,19.34,2.995,2.237,1.014,0.198,0.423,1.399,0.539,-0.379,-0.127,2.631,1.498,-0.013,1.245,0.253,0.0,2.592,2.412,0.564,2000.39,1108.901,2571.35,1548.48,1035.969,337.563,924.244,303.968,1923.62,120.75,911.94,997.58,399.88,968.05,57.09
1,1/12/2016,1086.45,-0.497,402.0,162.075,98.974,117.7,1.443,30.44,22.47,2.882,2.104,0.924,0.209,0.424,1.357,0.532,-0.388,-0.235,2.724,1.612,0.001,1.18,0.215,-0.031,2.528,2.331,0.491,2011.92,1113.485,2588.38,1536.94,1028.776,333.641,917.939,304.145,1846.31,115.43,849.46,926.16,368.12,934.32,52.52
1,1/19/2016,1089.48,-0.532,363.0,159.482,98.991,117.45,1.419,28.46,26.05,2.826,2.057,0.87,0.239,0.426,1.322,0.548,-0.399,-0.239,2.652,1.557,0.018,1.22,0.22,-0.031,2.498,2.307,0.457,2014.66,1115.248,2579.31,1505.9,1011.382,327.631,910.546,302.702,1789.19,112.1,842.97,894.03,348.58,925.32,52.45
1,1/26/2016,1118.76,-0.512,345.0,162.679,99.087,118.56,1.435,31.45,22.5,2.784,1.995,0.84,0.31,0.431,1.195,0.445,-0.46,-0.241,2.646,1.506,-0.003,1.16,0.212,-0.028,2.447,2.26,0.414,2019.13,1115.756,2572.4,1511.83,1014.29,329.356,913.123,305.424,1810.99,114.24,823.88,877.09,362.27,921.43,50.44
0,2/2/2016,1126.02,-0.456,310.0,160.181,98.872,120.16,1.441,29.88,21.98,2.656,1.846,0.718,0.336,0.427,1.051,0.306,-0.48,-0.228,2.673,1.485,-0.016,1.081,0.079,-0.154,2.351,2.147,0.374,2026.26,1119.283,2582.9,1513.18,1019.041,330.73,919.725,308.172,1808.36,112.65,879.28,917.79,374.85,929.42,51.45
0,2/9/2016,1197.16,-0.408,291.0,156.578,96.071,114.84,1.448,27.94,26.54,2.549,1.727,0.69,0.305,0.429,0.915,0.233,-0.523,-0.236,2.823,1.682,0.06,1.046,-0.03,-0.25,2.259,2.034,0.32,2029.8,1123.678,2586.69,1480.64,1010.035,323.719,920.095,312.637,1755.84,104.4,787.81,986.99,366.54,908.65,50.73
0,2/16/2016,1208.72,-0.375,301.0,158.865,96.868,113.9,1.43,29.04,24.11,2.639,1.773,0.72,0.28,0.429,0.973,0.265,-0.519,-0.24,2.759,1.622,0.056,1.045,0.025,-0.168,2.31,2.071,0.36,2029.03,1123.977,2572.61,1485.51,1008.022,322.815,920.243,309.706,1798.83,108.04,787.6,955.35,377.18,879.82,50.95
0,2/23/2016,1223.36,-0.339,318.0,160.436,97.481,112.18,1.403,31.87,20.98,2.579,1.723,0.734,0.321,0.434,0.863,0.183,-0.532,-0.243,2.639,1.529,0.029,0.974,-0.001,-0.205,2.341,2.099,0.347,2031.59,1120.563,2591.52,1507.94,1020.731,325.832,930.965,307.992,1823.57,110.41,783.06,1010.05,398.93,893.5,51.85
0,3/1/2016,1229.85,-0.35,332.0,163.87,98.352,114.0,1.396,34.4,17.7,2.698,1.826,0.839,0.326,0.441,0.905,0.145,-0.565,-0.243,2.511,1.38,-0.056,0.784,-0.068,-0.222,2.34,2.155,0.42,2029.19,1117.649,2588.83,1545.98,1035.753,329.294,937.226,306.361,1878.94,114.09,787.23,1044.7,416.34,904.65,51.8
0,3/8/2016,1264.99,-0.255,366.0,169.469,97.209,112.55,1.423,36.5,18.67,2.635,1.83,0.866,0.3,0.441,0.962,0.181,-0.568,-0.236,2.63,1.418,-0.074,0.468,-0.108,-0.237,2.25,2.098,0.433,2030.47,1115.733,2614.44,1575.32,1055.809,332.923,945.316,312.753,1879.9,113.8,816.72,1215.51,438.94,935.23,53.76
0,3/15/2016,1229.97,-0.303,396.0,171.072,96.633,113.01,1.416,36.34,16.84,2.731,1.971,0.964,0.331,0.441,1.061,0.315,-0.454,-0.242,2.544,1.365,-0.023,0.694,-0.012,-0.15,2.332,2.198,0.523,2025.76,1115.132,2624.46,1589.12,1065.899,338.403,947.322,310.637,1913.74,114.86,829.36,1185.52,439.02,927.5,54.35
0,3/22/2016,1247.05,-0.186,398.0,177.116,95.648,112.38,1.422,41.45,14.17,2.722,1.941,0.887,0.295,0.432,0.908,0.21,-0.483,-0.345,2.384,1.252,-0.019,0.378,-0.102,-0.213,2.317,2.167,0.468,2028.53,1117.541,2644.22,1607.16,1079.324,338.412,959.565,315.06,1947.0,114.65,827.09,1329.28,475.68,958.14,56.12
0,3/29/2016,1235.85,-0.105,409.0,171.468,95.16,112.99,1.437,38.28,13.82,2.6,1.804,0.784,0.224,0.435,0.811,0.137,-0.5,-0.349,2.373,1.236,-0.008,0.51,-0.088,-0.223,2.307,2.154,0.454,2035.2,1120.317,2664.92,1588.66,1070.93,338.974,959.085,315.178,1951.91,113.38,831.23,1305.52,448.27,943.11,55.32
0,4/5/2016,1228.45,-0.141,487.0,165.225,94.631,110.25,1.416,35.89,15.42,2.544,1.721,0.72,0.214,0.44,0.724,0.098,-0.489,-0.335,2.408,1.269,-0.01,0.427,-0.058,-0.223,2.264,2.113,0.398,2040.02,1127.123,2684.66,1599.08,1079.415,338.894,963.347,317.539,1943.71,110.42,764.68,1252.58,448.41,943.45,55.15
0,4/12/2016,1255.03,-0.134,560.0,175.486,93.959,108.76,1.424,42.17,14.85,2.599,1.777,0.739,0.224,0.436,0.872,0.164,-0.517,-0.334,2.501,1.377,0.001,0.401,-0.107,-0.256,2.331,2.18,0.435,2040.77,1129.222,2680.96,1616.95,1089.045,339.8,968.644,316.263,1959.46,112.74,783.17,1379.41,485.34,956.38,56.38
0,4/19/2016,1253.35,-0.151,671.0,177.923,93.976,109.13,1.439,41.08,13.24,2.594,1.786,0.757,0.209,0.439,0.865,0.168,-0.506,-0.341,2.563,1.4,-0.014,0.323,-0.132,-0.269,2.359,2.228,0.461,2041.48,1131.236,2696.44,1642.83,1104.952,343.669,978.572,317.451,1996.65,117.84,822.3,1408.85,493.83,981.92,58.46
0,4/26/2016,1240.75,-0.273,704.0,181.483,94.573,111.39,1.458,44.04,13.96,2.754,1.928,0.861,0.244,0.437,1.02,0.299,-0.493,-0.34,2.654,1.534,-0.011,0.335,-0.105,-0.268,2.467,2.347,0.548,2035.43,1128.803,2687.78,1651.67,1108.582,346.594,974.654,315.023,1989.95,117.16,843.39,1402.91,493.04,979.66,57.25
0,5/3/2016,1287.3,-0.267,682.0,179.844,92.944,106.31,1.456,43.65,15.6,2.658,1.797,0.754,0.198,0.436,0.904,0.2,-0.498,-0.333,2.585,1.454,-0.056,0.262,-0.129,-0.244,2.322,2.195,0.478,2042.76,1133.344,2709.57,1657.39,1115.358,344.948,979.151,319.812,1962.28,113.1,784.11,1361.79,489.17,957.24,55.4
0,5/10/2016,1260.36,-0.239,594.0,180.281,94.29,109.28,1.443,44.66,13.63,2.612,1.762,0.722,0.244,0.439,0.835,0.123,-0.51,-0.329,2.737,1.507,-0.067,0.315,-0.095,-0.249,2.274,2.137,0.377,2045.76,1135.764,2710.79,1651.06,1110.478,343.747,980.701,318.955,1982.21,113.27,804.18,1419.61,473.48,973.06,54.09
0,5/17/2016,1276.15,-0.17,643.0,185.856,94.548,109.04,1.447,48.31,15.57,2.599,1.773,0.831,0.285,0.436,0.835,0.132,-0.512,-0.341,2.632,1.451,-0.064,0.357,-0.11,-0.255,2.244,2.105,0.375,2044.89,1138.458,2709.56,1660.69,1115.992,344.338,985.009,319.335,1947.14,112.72,804.72,1350.07,491.98,973.62,54.28
0,5/24/2016,1228.97,-0.155,618.0,183.345,95.571,109.99,1.463,48.62,14.42,2.644,1.864,0.909,0.346,0.446,0.901,0.176,-0.509,-0.335,2.604,1.421,-0.065,0.332,-0.109,-0.239,2.322,2.19,0.478,2041.91,1134.744,2693.31,1664.3,1113.439,346.036,978.5,317.201,1975.15,115.69,796.78,1294.79,468.88,952.48,53.56
0,5/31/2016,1214.88,0.031,612.0,186.153,95.891,110.68,1.452,49.1,14.19,2.648,1.847,0.877,0.285,0.457,0.848,0.138,-0.517,-0.346,2.526,1.354,-0.084,0.297,-0.12,-0.248,2.216,2.101,0.428,2044.34,1134.225,2706.27,1673.44,1118.168,348.128,980.797,317.824,1995.56,116.86,830.45,1252.99,475.24,995.7,56.06
0,6/7/2016,1242.94,-0.102,606.0,192.427,93.828,107.43,1.455,50.36,14.05,2.542,1.719,0.783,0.264,0.447,0.699,0.049,-0.541,-0.338,2.502,1.42,-0.075,0.273,-0.123,-0.254,2.117,1.992,0.358,2049.56,1137.673,2729.24,1686.29,1132.11,348.513,992.669,322.627,2011.08,116.52,805.6,1352.09,496.01,1006.19,56.88
0,6/14/2016,1282.43,-0.127,608.0,192.208,94.928,106.08,1.415,48.49,20.5,2.423,1.614,0.722,0.265,0.442,0.553,-0.004,-0.584,-0.329,2.578,1.504,0.081,0.23,-0.17,-0.278,1.982,1.867,0.351,2053.16,1144.627,2739.07,1679.62,1122.813,344.728,989.107,320.524,1975.89,108.01,764.6,1295.72,468.36,986.99,54.26
0,6/21/2016,1269.43,-0.031,580.0,193.077,94.017,104.62,1.466,48.85,18.48,2.512,1.707,0.763,0.269,0.448,0.641,0.049,-0.585,-0.341,2.541,1.445,0.008,0.262,-0.147,-0.248,2.137,2.029,0.497,2050.84,1145.055,2735.23,1687.87,1131.376,348.368,994.516,323.285,1988.83,114.56,779.79,1389.45,483.89,1003.19,55.0
0,6/28/2016,1314.58,-0.081,627.0,191.545,96.245,102.68,1.333,47.85,18.75,2.275,1.467,0.613,0.254,0.459,0.425,-0.113,-0.661,-0.323,2.396,1.397,-0.046,0.057,-0.23,-0.301,1.805,1.681,0.186,2059.81,1153.083,2766.1,1674.23,1118.021,338.842,1000.92,321.705,1937.7,107.1,734.54,1401.62,468.12,988.97,54.0
0,7/5/2016,1355.01,-0.099,692.0,189.66,96.166,101.52,1.305,46.6,15.58,2.155,1.376,0.55,0.244,0.47,0.339,-0.186,-0.684,-0.321,2.29,1.26,-0.085,0.056,-0.252,-0.33,1.585,1.455,0.113,2065.14,1155.572,2798.57,1698.51,1134.251,341.539,1017.111,324.589,1987.42,109.86,754.46,1464.95,479.82,1018.6,55.41
0,7/12/2016,1332.55,-0.008,711.0,190.228,96.441,104.91,1.328,46.8,13.55,2.224,1.511,0.689,0.29,0.478,0.485,-0.091,-0.67,-0.321,2.226,1.223,-0.07,0.145,-0.28,-0.351,1.671,1.524,0.182,2061.68,1153.146,2795.7,1732.33,1151.17,344.71,1023.108,323.519,2048.45,113.76,773.3,1539.5,497.89,1039.94,56.88
0,7/19/2016,1332.89,0.073,746.0,186.104,97.063,106.1,1.312,44.65,11.97,2.267,1.553,0.69,0.31,0.487,0.507,-0.031,-0.646,-0.333,2.268,1.233,-0.067,0.199,-0.234,-0.327,1.67,1.524,0.167,2061.59,1150.522,2792.57,1736.57,1154.209,346.777,1023.675,321.85,2059.03,114.07,802.34,1603.4,497.08,1035.3,57.52
0,7/26/2016,1320.34,0.09,696.0,181.219,97.156,104.79,1.314,42.92,13.05,2.283,1.562,0.754,0.304,0.491,0.462,-0.029,-0.613,-0.335,2.252,1.246,-0.046,0.259,-0.26,-0.337,1.705,1.552,0.163,2058.89,1150.667,2792.4,1738.62,1154.251,348.161,1020.831,319.782,2066.01,115.37,786.38,1603.22,482.34,1047.45,58.33
0,8/2/2016,1364.84,0.158,645.0,177.317,95.064,100.76,1.334,39.51,13.37,2.307,1.557,0.679,0.269,0.494,0.437,-0.038,-0.606,-0.321,2.166,1.214,-0.053,0.32,-0.08,-0.175,1.636,1.487,0.189,2062.12,1151.304,2787.29,1730.59,1156.197,348.391,1022.124,324.382,2054.84,113.21,782.48,1599.44,470.36,1054.48,58.2
0,8/9/2016,1340.08,0.195,631.0,181.43,96.183,101.95,1.301,42.77,11.66,2.262,1.548,0.71,0.28,0.512,0.425,-0.078,-0.627,-0.339,2.07,1.118,-0.076,0.438,-0.084,-0.192,1.385,1.222,0.103,2064.95,1151.562,2799.61,1751.0,1166.08,350.437,1030.744,327.389,2078.64,116.35,796.57,1699.5,497.63,1061.84,59.36
0,8/16/2016,1348.42,0.078,687.0,186.637,94.791,100.33,1.304,46.58,12.64,2.298,1.575,0.746,0.274,0.507,0.479,-0.031,-0.614,-0.347,2.123,1.115,-0.088,0.352,-0.1,-0.199,1.325,1.206,0.171,2063.38,1153.715,2799.26,1761.78,1175.894,350.961,1037.739,330.937,2075.1,115.9,784.56,1708.64,503.81,1058.26,62.04
0,8/23/2016,1341.29,0.112,692.0,188.375,94.539,100.22,1.319,48.1,12.38,2.229,1.547,0.742,0.299,0.522,0.4,-0.097,-0.635,-0.342,2.138,1.118,-0.099,0.312,-0.095,-0.21,1.265,1.139,0.119,2066.59,1154.473,2814.2,1768.02,1180.665,352.287,1039.525,335.281,2083.77,115.91,785.41,1668.38,505.98,1054.36,61.97
0,8/30/2016,1315.24,0.024,715.0,182.823,96.054,103.03,1.309,46.35,13.12,2.229,1.567,0.797,0.325,0.524,0.423,-0.093,-0.624,-0.343,2.138,1.105,-0.099,0.4,-0.08,-0.206,1.241,1.11,0.146,2067.3,1155.153,2813.48,1771.86,1180.095,353.837,1039.699,334.463,2073.24,116.34,795.81,1656.49,497.35,1066.69,62.25
0,9/6/2016,1346.48,-0.057,745.0,180.895,94.823,102.15,1.342,44.83,12.02,2.224,1.535,0.728,0.31,0.519,0.443,-0.112,-0.679,-0.339,2.146,1.086,-0.125,0.5,-0.023,-0.19,1.3,1.183,0.09,2069.85,1153.01,2816.21,1774.61,1185.036,355.857,1041.648,337.942,2084.33,117.83,819.15,1715.41,517.56,1086.62,64.59
0,9/13/2016,1323.09,-0.079,796.0,180.56,95.633,102.2,1.32,44.9,17.85,2.463,1.728,0.798,0.35,0.528,0.662,0.069,-0.628,-0.342,2.412,1.32,-0.047,0.508,-0.018,-0.25,1.575,1.457,0.199,2066.55,1148.349,2771.34,1761.52,1176.815,352.456,1032.353,330.14,2027.52,114.25,800.19,1590.22,503.49,1055.22,62.62
0,9/20/2016,1314.92,-0.112,865.0,182.97,96.019,101.67,1.298,43.44,15.92,2.432,1.69,0.774,0.289,0.536,0.566,-0.019,-0.668,-0.346,2.333,1.249,-0.096,0.498,-0.068,-0.27,1.535,1.383,0.105,2068.26,1146.908,2784.77,1763.72,1174.707,350.773,1030.727,328.672,2040.39,114.98,795.46,1640.18,502.8,1063.37,63.45
0,9/27/2016,1327.19,-0.099,930.0,183.105,95.435,100.37,1.302,44.67,13.1,2.277,1.557,0.742,0.254,0.524,0.421,-0.141,-0.708,-0.345,2.266,1.207,-0.115,0.505,-0.079,-0.27,1.364,1.22,0.078,2074.98,1149.985,2813.65,1773.65,1183.43,351.33,1040.492,335.07,2059.85,114.75,812.14,1659.75,506.38,1059.1,64.24
0,10/4/2016,1271.16,-0.101,860.0,187.304,96.169,102.95,1.274,48.69,13.63,2.41,1.687,0.822,0.321,0.528,0.529,-0.056,-0.689,-0.329,2.367,1.305,-0.102,0.456,-0.077,-0.283,1.507,1.357,0.113,2070.65,1146.743,2794.71,1787.17,1189.417,351.362,1040.404,332.897,2050.97,116.94,805.61,1691.84,519.84,1072.16,64.2
0,10/11/2016,1256.14,0.033,922.0,189.16,97.69,103.46,1.216,50.79,15.36,2.501,1.765,0.866,0.331,0.53,0.645,0.024,-0.674,-0.349,2.481,1.375,-0.096,0.526,-0.05,-0.265,1.674,1.536,0.179,2067.41,1140.558,2790.76,1791.62,1187.23,349.922,1037.347,326.684,2036.34,115.1,816.32,1740.32,524.65,1064.73,63.98
0,10/18/2016,1262.62,0.017,890.0,189.78,97.895,103.84,1.229,50.29,15.28,2.505,1.739,0.799,0.335,0.528,0.662,0.034,-0.674,-0.35,2.483,1.38,-0.081,0.496,-0.055,-0.275,1.749,1.606,0.202,2069.82,1137.305,2800.84,1796.33,1186.689,351.96,1035.518,325.006,2038.63,115.81,814.69,1837.48,514.03,1058.31,63.45
0,10/25/2016,1272.09,-0.017,813.0,189.347,98.719,104.25,1.22,49.96,13.46,2.499,1.757,0.852,0.33,0.534,0.646,0.029,-0.654,-0.348,2.496,1.381,-0.091,0.486,-0.07,-0.255,1.736,1.618,0.244,2069.78,1138.24,2800.56,1804.82,1192.017,353.701,1041.63,325.339,2042.14,116.13,827.72,1874.77,521.65,1057.34,63.89
0,11/1/2016,1288.7,-0.06,838.0,185.811,97.699,104.2,1.224,46.67,18.56,2.577,1.828,0.831,0.351,0.534,0.799,0.177,-0.627,-0.351,2.792,1.751,0.026,0.504,-0.054,-0.248,1.931,1.819,0.253,2068.18,1136.48,2783.69,1780.55,1181.825,351.667,1032.599,322.762,2012.24,113.56,836.46,1795.22,516.95,1047.31,62.29
0,11/8/2016,1277.03,-0.096,911.0,183.552,97.861,105.08,1.239,44.98,18.74,2.616,1.856,0.854,0.416,0.535,0.795,0.186,-0.638,-0.343,2.801,1.72,-0.022,0.495,-0.07,-0.265,1.887,1.767,0.213,2066.26,1138.926,2777.18,1782.64,1184.301,352.091,1035.77,323.665,2037.72,113.42,818.46,1840.16,505.02,1028.52,62.04
0,11/15/2016,1226.63,-0.086,1084.0,183.078,100.23,108.85,1.244,45.81,13.37,2.956,2.22,0.993,0.482,0.542,0.918,0.306,-0.632,-0.35,3.033,1.961,0.047,0.565,0.001,-0.182,2.015,1.896,0.194,2042.7,1113.311,2722.75,1765.75,1161.251,351.351,1003.37,316.063,2075.84,114.8,845.51,1587.18,510.21,960.86,59.46
0,11/22/2016,1212.46,0.036,1232.0,187.563,101.04,111.04,1.242,48.03,12.41,3.0,2.313,1.087,0.482,0.568,0.846,0.218,-0.744,-0.35,3.082,2.022,0.021,0.626,0.027,-0.159,2.014,1.906,0.141,2034.77,1104.626,2708.77,1775.66,1163.327,351.847,1002.233,314.152,2098.02,115.44,870.91,1682.3,531.99,957.21,60.7
0,11/29/2016,1187.22,0.116,1202.0,183.979,100.93,112.67,1.249,45.23,12.9,2.946,2.292,1.087,0.477,0.606,0.864,0.219,-0.758,-0.35,2.994,1.942,0.07,0.559,0.013,-0.175,2.012,1.909,0.09,2035.64,1098.633,2716.96,1778.32,1164.784,352.272,1002.555,313.947,2099.52,115.36,885.08,1629.89,522.79,984.85,61.32
0,12/6/2016,1168.19,0.353,1186.0,192.526,100.49,113.91,1.267,50.93,11.79,3.079,2.39,1.114,0.487,0.652,1.03,0.37,-0.702,-0.347,2.988,1.941,-0.008,0.62,0.045,-0.196,2.052,1.943,0.128,2030.67,1096.654,2707.96,1791.72,1174.042,353.881,1003.915,316.682,2105.8,116.76,890.92,1612.76,557.71,982.41,60.33
0,12/13/2016,1156.94,0.353,1052.0,193.457,101.07,115.28,1.268,52.98,12.72,3.131,2.472,1.164,0.533,0.695,1.148,0.356,-0.757,-0.348,2.999,1.872,-0.143,0.802,0.078,-0.185,2.098,1.99,0.13,2027.55,1102.993,2703.43,1809.72,1183.151,357.731,1007.613,315.666,2160.59,121.19,929.17,1615.84,609.05,991.1,60.06
0,12/20/2016,1132.53,0.401,914.0,190.567,103.29,117.79,1.236,52.23,11.45,3.14,2.56,1.216,0.508,0.744,0.983,0.265,-0.795,-0.354,2.89,1.837,-0.146,0.661,0.066,-0.193,2.054,1.941,0.071,2012.99,1099.944,2698.06,1805.77,1177.012,358.686,1006.325,308.784,2159.33,122.53,936.26,1553.09,598.02,972.95,57.97
0,12/27/2016,1137.42,0.361,961.0,192.753,103.02,117.46,1.227,53.9,11.99,3.133,2.561,1.227,0.513,0.761,0.909,0.203,-0.837,-0.356,2.899,1.842,-0.177,0.679,0.059,-0.182,1.964,1.861,0.06,2014.73,1103.54,2704.4,1811.82,1182.36,358.425,1009.429,311.401,2157.75,122.17,926.13,1617.14,590.7,962.0,57.33
0,1/3/2017,1162.11,0.34,953.0,190.146,103.21,117.44,1.226,52.33,12.85,3.046,2.445,1.214,0.487,0.772,1.005,0.261,-0.786,-0.329,3.014,1.863,-0.174,0.716,0.041,-0.185,1.972,1.863,0.13,2030.52,1108.002,2727.96,1819.09,1185.83,360.116,1014.27,313.132,2147.47,123.92,914.0,1715.6,622.0,986.31,58.93
0,1/10/2017,1184.36,0.443,926.0,191.139,102.01,115.84,1.216,50.82,11.49,2.968,2.377,1.186,0.508,0.763,1.053,0.283,-0.734,-0.356,3.062,1.912,-0.094,0.747,0.057,-0.257,2.003,1.895,0.194,2035.06,1115.992,2742.05,1834.66,1198.895,359.762,1022.707,314.896,2160.18,123.36,927.17,1757.97,609.29,998.01,61.19
0,1/17/2017,1213.29,0.413,922.0,195.136,100.33,112.94,1.238,52.48,11.87,2.932,2.326,1.152,0.523,0.768,1.06,0.32,-0.742,-0.352,3.104,1.907,-0.109,0.732,0.042,-0.231,1.964,1.853,0.169,2038.3,1122.017,2752.73,1836.49,1203.928,360.455,1028.113,318.249,2159.45,122.82,908.13,1805.5,600.95,1009.63,61.34
0,1/24/2017,1212.73,0.416,886.0,194.947,100.35,113.56,1.253,53.18,11.07,3.049,2.466,1.192,0.503,0.771,1.156,0.406,-0.68,-0.351,3.209,2.035,-0.111,0.79,0.044,-0.238,2.027,1.918,0.17,2028.12,1113.982,2731.74,1835.04,1204.69,361.322,1024.227,318.574,2172.01,122.67,905.83,1871.55,597.98,1018.2,62.13
0,1/31/2017,1210.59,0.369,800.0,192.035,99.512,113.0,1.257,52.81,11.99,3.061,2.454,1.204,0.513,0.78,1.151,0.434,-0.71,-0.351,3.309,2.253,0.021,0.824,0.08,-0.209,2.047,1.937,0.129,2031.65,1114.467,2735.18,1840.19,1208.062,361.312,1026.003,320.261,2171.19,121.99,914.96,1849.15,600.91,1025.45,62.68
0,2/7/2017,1234.75,0.345,714.0,191.374,100.26,111.93,1.25,52.17,11.29,3.018,2.394,1.165,0.518,0.775,1.136,0.348,-0.788,-0.348,3.51,2.358,0.007,0.905,0.1,-0.219,1.986,1.865,0.083,2037.28,1117.798,2747.55,1850.54,1212.606,362.289,1033.25,317.913,2185.34,122.78,911.48,1846.55,607.58,1048.62,63.14
0,2/14/2017,1224.01,0.308,685.0,192.279,101.25,114.41,1.247,53.2,10.74,3.058,2.471,1.234,0.538,0.77,1.168,0.364,-0.805,-0.352,3.374,2.224,-0.041,0.89,0.093,-0.224,2.003,1.88,0.111,2032.52,1115.346,2738.26,1852.85,1214.132,364.024,1037.183,317.214,2227.45,125.32,923.04,1920.84,601.08,1053.24,64.57
0,2/21/2017,1238.22,0.492,778.0,192.05,101.37,113.54,1.246,54.06,11.57,3.041,2.43,1.207,0.513,0.777,1.106,0.298,-0.872,-0.355,3.315,2.233,0.018,0.915,0.09,-0.245,1.944,1.827,0.096,2035.15,1115.836,2746.47,1857.8,1215.986,365.275,1037.629,315.749,2253.75,126.32,932.44,1998.01,597.52,1066.95,65.53
0,2/28/2017,1256.37,0.501,859.0,190.621,101.12,111.94,1.242,54.01,12.92,2.995,2.391,1.26,0.604,0.784,0.989,0.206,-0.909,-0.359,3.181,2.079,-0.037,0.801,0.048,-0.278,1.742,1.674,0.094,2041.37,1122.205,2766.55,1866.97,1223.051,365.708,1043.256,320.072,2251.29,125.22,919.23,1923.28,562.74,1066.61,64.92
0,3/7/2017,1217.94,0.546,1033.0,188.019,101.81,113.98,1.221,53.14,11.45,3.121,2.519,1.328,0.742,0.847,1.136,0.317,-0.88,-0.349,3.277,2.186,-0.062,0.841,0.071,-0.293,1.795,1.72,0.096,2028.21,1115.577,2742.5,1860.74,1219.809,365.509,1040.562,314.26,2254.67,126.02,930.83,1889.66,562.77,1072.26,64.99
0,3/14/2017,1203.24,0.613,1112.0,182.118,101.7,114.67,1.217,47.72,12.3,3.175,2.601,1.376,0.762,0.912,1.193,0.443,-0.819,-0.352,3.413,2.333,-0.006,0.869,0.092,-0.26,1.831,1.762,0.066,2016.69,1111.288,2719.94,1836.44,1206.925,363.029,1031.134,313.261,2252.73,126.34,942.33,1833.36,546.99,1087.07,65.81
0,3/21/2017,1247.22,0.614,1200.0,184.288,99.813,111.73,1.248,47.34,12.47,3.034,2.418,1.26,0.757,0.977,1.191,0.457,-0.752,-0.353,3.426,2.313,-0.04,0.851,0.061,-0.259,1.827,1.763,0.137,2036.5,1118.808,2751.39,1846.9,1218.821,364.735,1042.538,317.481,2232.23,127.11,934.53,1831.55,578.29,1090.09,67.67
0,3/28/2017,1254.45,0.638,1333.0,184.078,99.712,110.65,1.248,48.37,11.53,3.025,2.419,1.302,0.772,0.982,1.135,0.386,-0.709,-0.356,3.284,2.15,-0.087,0.824,0.053,-0.267,1.771,1.701,0.172,2036.99,1125.081,2757.09,1849.53,1221.977,364.822,1046.768,320.97,2246.56,127.67,922.82,1850.31,580.3,1090.53,67.08
0,4/4/2017,1256.13,0.686,1255.0,185.594,100.54,110.69,1.243,51.03,11.79,3.0,2.361,1.252,0.772,0.983,1.04,0.256,-0.797,-0.355,3.254,2.266,-0.094,0.859,0.058,-0.185,1.665,1.591,0.117,2047.66,1126.091,2768.06,1864.17,1224.198,366.324,1048.061,322.451,2248.24,128.57,901.02,1889.01,583.49,1105.38,66.81
